Plot Code,Date,state,countyName,Real Latitude,Real Longitude,Hydrologic Regime,Soil Drainage,Water Salinity,Canopy Height (m),Author Location,Area,Elevation(m),Aspect,Slope,Topographic Position,Sampling Level,project,commPrimaryCode,commPrimaryScientific,commPrimaryCommon,commPrimaryDateClassified,commPrimaryFit,soilMapUnit,soilGreatGroup
126-01-0113,22-Jun-2010,South Carolina,Berkeley,32.96936,-79.8142,,,,,Francis Marion National Forest,100,22.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004087,Taxodium ascendens / Carex striata - Iris tridentata - (Woodwardia virginica) Depression Woodland,Atlantic Coastal Plain Pond-cypress Depression (Peatland Sedge Type),13-Dec-2012,5,,
126-01-0114,24-Jun-2010,South Carolina,Berkeley,32.96987,-79.81385,,,,,Francis Marion National Forest,100,12.9,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004087,Taxodium ascendens / Carex striata - Iris tridentata - (Woodwardia virginica) Depression Woodland,Atlantic Coastal Plain Pond-cypress Depression (Peatland Sedge Type),13-Dec-2012,5,,
126-01-0115,24-Jun-2010,South Carolina,Berkeley,32.96863,-79.81073,,,,,Francis Marion National Forest,100,20.1,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004087,Taxodium ascendens / Carex striata - Iris tridentata - (Woodwardia virginica) Depression Woodland,Atlantic Coastal Plain Pond-cypress Depression (Peatland Sedge Type),13-Dec-2012,5,,
126-01-0111,25-Jun-2010,South Carolina,Berkeley,32.97206,-79.81203,,,,,Francis Marion National Forest,100,26.4,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004720,Nyssa biflora / Ilex myrtifolia / Carex glaucescens - Eriocaulon compressum Forest,East Gulf Coastal Plain Blackgum Dome Swamp,13-Dec-2012,4,,
126-01-0112,25-Jun-2010,South Carolina,Berkeley,32.97235,-79.81035,,,,,Francis Marion National Forest,100,27.4,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004606,Pinus taeda - Liquidambar styraciflua - Nyssa biflora Temporarily Flooded Forest,Loblolly Pine - Sweetgum - Swamp Blackgum Successional Swamp Forest,13-Dec-2012,3,,
126-01-0116,25-Jun-2010,South Carolina,Berkeley,32.96799,-79.81236,,,,,Francis Marion National Forest,100,12.5,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004087,Taxodium ascendens / Carex striata - Iris tridentata - (Woodwardia virginica) Depression Woodland,Atlantic Coastal Plain Pond-cypress Depression (Peatland Sedge Type),13-Dec-2012,5,,
126-01-0110,27-Jun-2010,South Carolina,Berkeley,32.97265,-79.81052,,,,,Francis Mariona National Forest,100,6.5,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL003846,Pinus serotina / Lyonia lucida - Ilex glabra - (Cyrilla racemiflora) Shrubland,Evergreen High Pocosin,13-Dec-2012,5,,
126-01-0130,09-Jul-2010,South Carolina,Berkeley,33.21432,-79.78343,,,,,Francis Marion National Forest,100,20.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004720,Nyssa biflora / Ilex myrtifolia / Carex glaucescens - Eriocaulon compressum Forest,East Gulf Coastal Plain Blackgum Dome Swamp,13-Dec-2012,4,,
126-01-0131,10-Jul-2010,South Carolina,Berkeley,33.119,-79.64804,,,,,Francis Marion National Forest,100,36.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004720,Nyssa biflora / Ilex myrtifolia / Carex glaucescens - Eriocaulon compressum Forest,East Gulf Coastal Plain Blackgum Dome Swamp,13-Dec-2012,4,,
126-01-0132,10-Jul-2010,South Carolina,Berkeley,33.1911,-79.64825,,,,,Francis Marion National Forest,100,9.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004720,Nyssa biflora / Ilex myrtifolia / Carex glaucescens - Eriocaulon compressum Forest,East Gulf Coastal Plain Blackgum Dome Swamp,13-Dec-2012,4,,
126-01-0133,11-Jul-2010,South Carolina,Berkeley,33.11737,-79.64938,,,,,Francis Marion National Forest,100,14.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004720,Nyssa biflora / Ilex myrtifolia / Carex glaucescens - Eriocaulon compressum Forest,East Gulf Coastal Plain Blackgum Dome Swamp,13-Dec-2012,4,,
126-01-0134,11-Jul-2010,South Carolina,Berkeley,33.12099,-79.64598,,,,,Francis Marion National Forest,100,7.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004606,Pinus taeda - Liquidambar styraciflua - Nyssa biflora Temporarily Flooded Forest,Loblolly Pine - Sweetgum - Swamp Blackgum Successional Swamp Forest,13-Dec-2012,3,,
126-01-0150,25-Jul-2010,South Carolina,Berkeley,33.197,-79.55647,,,,,Francis Marion National Forest,100,29.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL007350,Nyssa biflora - Quercus nigra - Quercus laurifolia - Pinus taeda / Ilex opaca - Carpinus caroliniana Forest,Swamp Blackgum - Mixed Hardwood Small Stream Forest,13-Dec-2012,2,,
126-01-0135,27-Jul-2010,South Carolina,Berkeley,33.22279,-79.53368,,,,,Francis Marion National Forest,100,18.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL007350,Nyssa biflora - Quercus nigra - Quercus laurifolia - Pinus taeda / Ilex opaca - Carpinus caroliniana Forest,Swamp Blackgum - Mixed Hardwood Small Stream Forest,13-Dec-2012,2,,
126-01-0117,05-Aug-2010,South Carolina,Berkeley,32.96148,-79.81454,,,,,Francis Marion National Forest,100,-7.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL003846,Pinus serotina / Lyonia lucida - Ilex glabra - (Cyrilla racemiflora) Shrubland,Evergreen High Pocosin,13-Dec-2012,5,,
126-01-0118,05-Aug-2010,South Carolina,Berkeley,32.96191,-79.81583,,,,,Francis Marion National Forest,100,32.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL003846,Pinus serotina / Lyonia lucida - Ilex glabra - (Cyrilla racemiflora) Shrubland,Evergreen High Pocosin,13-Dec-2012,5,,
126-01-0119,06-Aug-2010,South Carolina,Berkeley,32.96244,-79.8169,,,,,Francis Marion National Forest,100,27.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004087,Taxodium ascendens / Carex striata - Iris tridentata - (Woodwardia virginica) Depression Woodland,Atlantic Coastal Plain Pond-cypress Depression (Peatland Sedge Type),13-Dec-2012,5,,
126-01-0120,06-Aug-2010,South Carolina,Berkeley,32.9642,-79.83031,,,,,Francis Marion National Forest,100,19.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004606,Pinus taeda - Liquidambar styraciflua - Nyssa biflora Temporarily Flooded Forest,Loblolly Pine - Sweetgum - Swamp Blackgum Successional Swamp Forest,13-Dec-2012,3,,
126-01-0152,08-Aug-2010,South Carolina,Berkeley,33.19628,-79.55886,,,,,Francis Marion National Forest,100,45.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL007350,Nyssa biflora - Quercus nigra - Quercus laurifolia - Pinus taeda / Ilex opaca - Carpinus caroliniana Forest,Swamp Blackgum - Mixed Hardwood Small Stream Forest,13-Dec-2012,2,,
126-01-0121,08-Aug-2010,South Carolina,Berkeley,32.96535,-79.82692,,,,,Francis Marion National Forest,100,16.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004606,Pinus taeda - Liquidambar styraciflua - Nyssa biflora Temporarily Flooded Forest,Loblolly Pine - Sweetgum - Swamp Blackgum Successional Swamp Forest,13-Dec-2012,3,,
126-01-0122,08-Aug-2010,South Carolina,Berkeley,32.96534,-79.82701,,,,,Francis Marion National Forest,100,23.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004606,Pinus taeda - Liquidambar styraciflua - Nyssa biflora Temporarily Flooded Forest,Loblolly Pine - Sweetgum - Swamp Blackgum Successional Swamp Forest,13-Dec-2012,3,,
126-01-0123,08-Aug-2010,South Carolina,Berkeley,32.96407,-79.83031,,,,,Francis Marion National forest,100,9.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL004606,Pinus taeda - Liquidambar styraciflua - Nyssa biflora Temporarily Flooded Forest,Loblolly Pine - Sweetgum - Swamp Blackgum Successional Swamp Forest,13-Dec-2012,3,,
126-01-0153,10-Aug-2010,South Carolina,Berkeley,33.19655,-79.56017,,,,,Francis Marion National Forest,100,60.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL007350,Nyssa biflora - Quercus nigra - Quercus laurifolia - Pinus taeda / Ilex opaca - Carpinus caroliniana Forest,Swamp Blackgum - Mixed Hardwood Small Stream Forest,13-Dec-2012,2,,
126-01-0151,10-Aug-2010,South Carolina,Berkeley,33.19386,-79.55924,,,,,Francis Marion National Forest,100,14.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL007350,Nyssa biflora - Quercus nigra - Quercus laurifolia - Pinus taeda / Ilex opaca - Carpinus caroliniana Forest,Swamp Blackgum - Mixed Hardwood Small Stream Forest,13-Dec-2012,2,,
126-01-0154,29-Aug-2010,South Carolina,Berkeley,33.1973,-79.55764,,,,,Francis Marion National Forest,100,9.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL007350,Nyssa biflora - Quercus nigra - Quercus laurifolia - Pinus taeda / Ilex opaca - Carpinus caroliniana Forest,Swamp Blackgum - Mixed Hardwood Small Stream Forest,13-Dec-2012,2,,
126-01-0155,29-Aug-2010,South Carolina,Berkeley,33.19746,-79.5578,,,,,Francis Marion National Forest,100,26.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL007350,Nyssa biflora - Quercus nigra - Quercus laurifolia - Pinus taeda / Ilex opaca - Carpinus caroliniana Forest,Swamp Blackgum - Mixed Hardwood Small Stream Forest,13-Dec-2012,2,,
126-01-0136,30-Aug-2010,South Carolina,Berkeley,32.99823,-79.81191,,,,,Francis Marion National Forest,100,34.0,,,,4,Lindera melissifolia survey A. Cubeta (Gramling student),CEGL007350,Nyssa biflora - Quercus nigra - Quercus laurifolia - Pinus taeda / Ilex opaca - Carpinus caroliniana Forest,Swamp Blackgum - Mixed Hardwood Small Stream Forest,13-Dec-2012,2,,
